id,warehouse_block,mode_of_shipment,cost_of_product,prior_purchases,product_importance,gender,discount_offered,weight_gms,customer_care_calls,customer_rating,reached_on_time,weight_bucket,high_value,discount_tier,warehouse_enc,shipment_enc,importance_enc,gender_enc
9611,C,Ship,264,2,low,M,2,4350,3,3,0,Heavy,1,Low,2,2,0,1
9612,F,Ship,137,3,low,M,6,5357,5,3,0,Heavy,0,Low,4,2,0,1
9613,D,Ship,170,3,medium,F,4,4446,5,3,1,Heavy,0,Low,3,2,1,0
9614,F,Ship,256,3,low,F,5,5399,4,4,0,Heavy,1,Low,4,2,0,0
9615,A,Ship,176,6,medium,M,9,4839,5,1,1,Heavy,0,Low,0,2,1,1
9616,B,Ship,198,4,low,F,3,4172,3,2,1,Heavy,0,Low,1,2,0,0
9617,C,Ship,272,2,low,M,1,5666,4,1,0,Heavy,1,Low,2,2,0,1
9618,F,Ship,149,3,medium,F,2,4241,4,4,1,Heavy,0,Low,4,2,1,0
9619,D,Ship,192,7,medium,M,10,5976,5,3,0,Heavy,0,Low,3,2,1,1
9620,F,Ship,117,7,medium,M,6,5529,6,5,1,Heavy,0,Low,4,2,1,1
9621,A,Ship,180,2,low,F,6,5579,2,4,0,Heavy,0,Low,0,2,0,0
9622,B,Ship,158,2,medium,F,8,5907,3,2,0,Heavy,0,Low,1,2,1,0
9623,C,Ship,266,10,high,M,9,4784,5,2,1,Heavy,1,Low,2,2,2,1
9624,F,Ship,304,4,low,M,3,1752,6,3,1,Light,1,Low,4,2,0,1
9625,D,Ship,244,5,medium,F,1,1847,6,3,1,Light,0,Low,3,2,1,0
9626,F,Ship,301,4,low,F,1,1150,7,4,0,Light,1,Low,4,2,0,0
9627,A,Ship,275,5,medium,M,5,1900,4,2,0,Light,1,Low,0,2,1,1
9628,B,Ship,236,5,low,M,3,1933,5,5,1,Light,0,Low,1,2,0,1
9629,C,Ship,286,4,medium,M,10,1177,6,1,1,Light,1,Low,2,2,1,1
9630,F,Ship,238,6,low,M,3,1351,5,5,0,Light,0,Low,4,2,0,1
9631,D,Ship,300,4,medium,F,10,1148,7,1,1,Light,1,Low,3,2,1,0
9632,F,Ship,292,4,medium,M,8,1779,6,4,1,Light,1,Low,4,2,1,1
9633,A,Ship,172,2,low,F,9,1723,5,1,0,Light,0,Low,0,2,0,0
9634,B,Ship,181,5,medium,F,9,1368,2,4,0,Light,0,Low,1,2,1,0
9635,C,Ship,289,4,low,F,3,1037,7,3,1,Light,1,Low,2,2,0,0
9636,F,Ship,256,4,medium,M,4,1628,7,3,0,Light,1,Low,4,2,1,1
9637,D,Ship,251,5,medium,F,2,1329,4,4,1,Light,1,Low,3,2,1,0
9638,F,Ship,245,4,low,M,2,1832,6,5,1,Light,0,Low,4,2,0,1
9639,A,Ship,140,2,low,M,6,4703,4,4,0,Heavy,0,Low,0,2,0,1
9640,B,Ship,191,3,high,F,7,4435,5,4,1,Heavy,0,Low,1,2,2,0
9641,C,Ship,231,3,medium,M,8,4991,4,3,0,Heavy,0,Low,2,2,1,1
9642,F,Ship,264,2,low,M,6,5702,3,2,1,Heavy,1,Low,4,2,0,1
9643,D,Ship,137,3,low,F,1,5242,5,2,0,Heavy,0,Low,3,2,0,0
9644,F,Ship,170,3,medium,M,6,5226,5,3,0,Heavy,0,Low,4,2,1,1
9645,A,Ship,256,3,low,M,6,5818,4,1,0,Heavy,1,Low,0,2,0,1
9646,B,Ship,176,6,medium,M,9,4605,5,4,0,Heavy,0,Low,1,2,1,1
9647,C,Ship,198,4,low,F,10,4829,3,5,0,Heavy,0,Low,2,2,0,0
9648,F,Ship,272,2,low,M,2,5022,4,1,0,Heavy,1,Low,4,2,0,1
9649,D,Ship,149,3,medium,F,5,4031,4,3,0,Heavy,0,Low,3,2,1,0
9650,F,Ship,192,7,medium,M,2,4045,5,2,1,Heavy,0,Low,4,2,1,1
9651,A,Ship,117,7,medium,F,4,4211,6,1,0,Heavy,0,Low,0,2,1,0
9652,B,Ship,180,2,low,F,5,4010,2,4,1,Heavy,0,Low,1,2,0,0
9653,C,Ship,158,2,medium,M,9,4881,3,2,0,Heavy,0,Low,2,2,1,1
9654,F,Ship,266,10,high,F,2,5890,5,5,0,Heavy,1,Low,4,2,2,0
9655,D,Ship,304,4,low,M,5,1215,6,3,1,Light,1,Low,3,2,0,1
9656,F,Ship,244,5,medium,F,4,1121,6,3,1,Light,0,Low,4,2,1,0
9657,A,Ship,301,4,low,M,1,1339,7,2,0,Light,1,Low,0,2,0,1
9658,B,Ship,275,5,medium,M,5,1329,4,3,0,Light,1,Low,1,2,1,1
9659,C,Ship,236,5,low,M,1,1682,5,4,0,Light,0,Low,2,2,0,1
9660,F,Ship,286,4,medium,F,3,1773,6,5,1,Light,1,Low,4,2,1,0
9661,D,Ship,238,6,low,F,9,1192,5,1,0,Light,0,Low,3,2,0,0
9662,F,Ship,300,4,medium,M,3,1070,7,2,1,Light,1,Low,4,2,1,1
9663,A,Ship,292,4,medium,F,1,1372,6,4,1,Light,1,Low,0,2,1,0
9664,B,Ship,172,2,low,F,2,1680,5,2,0,Light,0,Low,1,2,0,0
9665,C,Ship,181,5,medium,F,5,1043,2,5,0,Light,0,Low,2,2,1,0
9666,F,Ship,289,4,low,F,10,1074,7,5,1,Light,1,Low,4,2,0,0
9667,D,Ship,256,4,medium,F,2,1396,7,5,0,Light,1,Low,3,2,1,0
9668,F,Ship,251,5,medium,F,6,1434,4,5,0,Light,1,Low,4,2,1,0
9669,A,Ship,279,4,low,F,1,1621,6,4,0,Light,1,Low,0,2,0,0
9670,B,Ship,271,4,low,M,3,1710,6,5,1,Light,1,Low,1,2,0,1
9671,C,Ship,258,5,medium,M,1,1920,4,2,0,Light,1,Low,2,2,1,1
9672,F,Ship,245,4,low,F,7,1521,6,5,0,Light,0,Low,4,2,0,0
9673,D,Ship,296,4,low,M,7,1969,6,4,0,Light,1,Low,3,2,0,1
9674,F,Ship,267,5,low,F,1,1505,5,3,0,Light,1,Low,4,2,0,0
9675,A,Ship,268,4,medium,M,2,1462,6,5,0,Light,1,Low,0,2,1,1
9676,B,Ship,277,5,low,F,1,1700,7,2,1,Light,1,Low,1,2,0,0
9677,C,Ship,259,4,low,M,5,1771,6,2,1,Light,1,Low,2,2,0,1
9678,F,Ship,275,5,low,F,3,1062,5,1,0,Light,1,Low,4,2,0,0
9679,D,Ship,298,4,low,M,3,1009,6,5,1,Light,1,Low,3,2,0,1
9680,F,Ship,243,5,medium,F,4,1013,5,2,1,Light,0,Low,4,2,1,0
9681,A,Ship,255,4,medium,F,4,1373,7,3,0,Light,1,Low,0,2,1,0
9682,B,Ship,232,5,low,F,9,1856,4,3,0,Light,0,Low,1,2,0,0
9683,C,Ship,254,4,medium,M,4,1887,6,5,1,Light,1,Low,2,2,1,1
9684,F,Ship,234,5,low,M,3,1134,4,1,0,Light,0,Low,4,2,0,1
9685,D,Ship,303,4,low,F,9,1080,6,1,0,Light,1,Low,3,2,0,0
9686,F,Ship,262,4,low,F,5,1563,6,3,0,Light,1,Low,4,2,0,0
9687,A,Ship,218,5,medium,F,7,1692,5,5,0,Light,0,Low,0,2,1,0
9688,B,Ship,241,5,low,M,2,1043,4,5,0,Light,0,Low,1,2,0,1
9689,C,Ship,267,4,medium,M,1,1942,6,3,1,Light,1,Low,2,2,1,1
9690,F,Ship,301,4,low,F,6,1052,7,1,1,Light,1,Low,4,2,0,0
9691,D,Ship,221,5,low,F,8,1927,5,4,1,Light,0,Low,3,2,0,0
9692,F,Ship,275,4,low,M,2,1700,6,5,1,Light,1,Low,4,2,0,1
9693,A,Ship,292,4,medium,M,5,1793,6,4,0,Light,1,Low,0,2,1,1
9694,B,Ship,245,6,medium,M,9,1660,5,4,0,Light,0,Low,1,2,1,1
9695,C,Ship,301,5,low,F,2,1452,6,3,1,Light,1,Low,2,2,0,0
9696,F,Ship,245,4,medium,M,3,1772,6,3,1,Light,0,Low,4,2,1,1
9697,D,Ship,288,4,low,F,1,1269,7,5,1,Light,1,Low,3,2,0,0
9698,F,Ship,274,4,low,F,5,1452,6,3,0,Light,1,Low,4,2,0,0
9699,A,Ship,231,5,low,F,2,1465,4,2,1,Light,0,Low,0,2,0,0
9700,B,Ship,310,5,low,M,6,1139,6,3,0,Light,1,Low,1,2,0,1
9701,C,Road,256,6,medium,M,3,1441,5,3,0,Light,1,Low,2,1,1,1
9702,F,Road,281,4,medium,M,5,1484,6,5,0,Light,1,Low,4,1,1,1
9703,D,Road,264,4,medium,F,3,1498,6,3,1,Light,1,Low,3,1,1,0
9704,F,Road,274,5,low,F,9,1764,7,3,0,Light,1,Low,4,1,0,0
9705,A,Road,272,5,low,M,8,1317,5,2,0,Light,1,Low,0,1,0,1
9706,B,Road,257,5,medium,M,6,1008,4,5,0,Light,1,Low,1,1,1,1
9707,C,Road,310,4,low,F,2,1189,6,3,0,Light,1,Low,2,1,0,0
9708,F,Road,249,6,low,M,8,1170,5,2,1,Light,0,Low,4,1,0,1
9709,D,Road,244,4,low,M,2,1330,7,5,1,Light,0,Low,3,1,0,1
9710,F,Road,219,6,medium,F,2,1634,4,3,0,Light,0,Low,4,1,1,0
9711,A,Road,264,4,medium,F,2,1540,7,1,0,Light,1,Low,0,1,1,0
9712,B,Road,217,5,low,F,3,1572,4,5,1,Light,0,Low,1,1,0,0
9713,C,Road,280,4,low,F,5,1624,6,1,0,Light,1,Low,2,1,0,0
9714,F,Road,247,5,low,M,10,1515,4,2,0,Light,0,Low,4,1,0,1
9715,D,Road,270,6,low,F,7,4098,3,4,1,Heavy,1,Low,3,1,0,0
9716,F,Road,248,3,low,F,2,5310,4,5,1,Heavy,0,Low,4,1,0,0
9717,A,Road,167,2,medium,F,1,5409,4,3,1,Heavy,0,Low,0,1,1,0
9718,B,Road,268,3,medium,M,9,5521,4,5,1,Heavy,1,Low,1,1,1,1
9719,C,Road,257,5,medium,M,10,4901,3,4,1,Heavy,1,Low,2,1,1,1
9720,F,Road,152,3,low,F,4,4770,5,2,1,Heavy,0,Low,4,1,0,0
9721,D,Road,147,3,low,M,3,4152,4,2,1,Heavy,0,Low,3,1,0,1
9722,F,Road,179,2,low,M,5,4882,3,4,1,Heavy,0,Low,4,1,0,1
9723,A,Flight,201,3,medium,M,10,4032,3,4,1,Heavy,0,Low,0,0,1,1
9724,B,Flight,140,3,medium,M,8,5724,3,2,0,Heavy,0,Low,1,0,1,1
9725,C,Flight,139,3,medium,M,2,5632,5,1,0,Heavy,0,Low,2,0,1,1
9726,F,Flight,152,5,medium,M,8,5711,4,1,0,Heavy,0,Low,4,0,1,1
9727,D,Flight,171,5,medium,M,9,4376,6,4,1,Heavy,0,Low,3,0,1,1
9728,F,Flight,97,3,medium,F,8,4577,5,4,0,Heavy,0,Low,4,0,1,0
9729,A,Flight,257,3,medium,M,8,5772,4,2,0,Heavy,1,Low,0,0,1,1
9730,B,Flight,154,4,medium,M,1,5480,4,1,0,Heavy,0,Low,1,0,1,1
9731,C,Flight,138,2,medium,M,1,4881,3,5,1,Heavy,0,Low,2,0,1,1
9732,F,Flight,173,2,low,M,7,4716,5,5,0,Heavy,0,Low,4,0,0,1
9733,D,Flight,252,3,medium,F,8,4557,3,5,1,Heavy,1,Low,3,0,1,0
9734,F,Flight,251,2,low,M,2,4245,5,2,1,Heavy,1,Low,4,0,0,1
9735,A,Flight,223,4,high,F,7,5042,3,5,1,Heavy,0,Low,0,0,2,0
9736,B,Flight,261,3,high,M,3,5303,5,2,1,Heavy,1,Low,1,0,2,1
9737,C,Flight,111,2,high,F,4,5393,4,2,0,Heavy,0,Low,2,0,2,0
9738,F,Flight,210,3,low,F,9,4731,3,2,1,Heavy,0,Low,4,0,0,0
9739,D,Flight,161,3,low,M,1,4789,4,1,0,Heavy,0,Low,3,0,0,1
9740,F,Flight,143,3,low,M,10,5261,3,4,0,Heavy,0,Low,4,0,0,1
9741,A,Flight,170,2,low,M,2,5607,4,3,0,Heavy,0,Low,0,0,0,1
9742,B,Flight,151,3,medium,M,9,4767,2,5,1,Heavy,0,Low,1,0,1,1
9743,C,Flight,154,2,low,M,1,5884,3,3,1,Heavy,0,Low,2,0,0,1
9744,F,Flight,146,3,medium,F,6,4672,4,4,1,Heavy,0,Low,4,0,1,0
9745,D,Ship,238,5,low,F,5,5854,5,1,0,Heavy,0,Low,3,2,0,0
9746,F,Ship,264,2,low,F,9,4490,4,2,0,Heavy,1,Low,4,2,0,0
9747,A,Ship,196,3,low,F,4,5610,4,5,0,Heavy,0,Low,0,2,0,0
9748,B,Ship,164,3,low,M,9,5135,5,4,1,Heavy,0,Low,1,2,0,1
9749,C,Ship,144,4,medium,F,2,4316,4,2,0,Heavy,0,Low,2,2,1,0
9750,F,Ship,147,2,medium,M,6,4350,3,5,0,Heavy,0,Low,4,2,1,1
9751,D,Ship,181,3,high,F,9,5470,3,4,0,Heavy,0,Low,3,2,2,0
9752,F,Ship,212,3,low,F,1,4518,4,3,0,Heavy,0,Low,4,2,0,0
9753,A,Ship,258,2,low,M,4,5052,2,3,1,Heavy,1,Low,0,2,0,1
9754,B,Ship,202,2,medium,F,8,4552,3,5,1,Heavy,0,Low,1,2,1,0
9755,C,Ship,143,3,medium,M,2,5286,4,5,1,Heavy,0,Low,2,2,1,1
9756,F,Ship,175,3,medium,F,7,5047,5,3,1,Heavy,0,Low,4,2,1,0
9757,D,Ship,135,3,low,F,10,5301,5,1,1,Heavy,0,Low,3,2,0,0
9758,F,Ship,249,3,low,F,3,4169,2,5,0,Heavy,0,Low,4,2,0,0
9759,A,Ship,202,3,medium,M,7,5821,4,2,0,Heavy,0,Low,0,2,1,1
9760,B,Ship,135,3,low,F,6,4557,4,5,0,Heavy,0,Low,1,2,0,0
9761,C,Ship,268,4,low,M,6,4415,3,2,0,Heavy,1,Low,2,2,0,1
9762,F,Ship,103,2,low,M,4,5146,4,3,0,Heavy,0,Low,4,2,0,1
9763,D,Ship,225,4,medium,M,10,4723,6,4,0,Heavy,0,Low,3,2,1,1
9764,F,Ship,211,6,low,M,3,4957,6,5,0,Heavy,0,Low,4,2,0,1
9765,A,Ship,161,2,low,F,8,5021,3,5,0,Heavy,0,Low,0,2,0,0
9766,B,Ship,155,2,medium,F,6,5942,4,4,0,Heavy,0,Low,1,2,1,0
9767,C,Ship,182,4,medium,F,9,5159,5,2,0,Heavy,0,Low,2,2,1,0
9768,F,Ship,124,3,low,M,10,4331,5,5,0,Heavy,0,Low,4,2,0,1
9769,D,Ship,167,3,high,F,4,6000,4,3,1,Heavy,0,Low,3,2,2,0
9770,F,Ship,246,3,low,F,7,4090,4,4,0,Heavy,0,Low,4,2,0,0
9771,A,Ship,196,5,medium,F,6,5692,3,2,0,Heavy,0,Low,0,2,1,0
9772,B,Ship,211,2,low,F,5,5877,3,5,1,Heavy,0,Low,1,2,0,0
9773,C,Ship,234,4,medium,F,9,5075,2,1,0,Heavy,0,Low,2,2,1,0
9774,F,Ship,174,6,low,M,6,5713,3,5,0,Heavy,0,Low,4,2,0,1
9775,D,Ship,190,3,medium,F,4,4424,5,4,1,Heavy,0,Low,3,2,1,0
9776,F,Ship,255,3,medium,F,6,4313,4,1,1,Heavy,1,Low,4,2,1,0
9777,A,Ship,192,3,medium,M,4,4997,3,1,1,Heavy,0,Low,0,2,1,1
9778,B,Ship,174,3,low,F,10,5973,5,2,1,Heavy,0,Low,1,2,0,0
9779,C,Ship,263,3,medium,F,4,4208,3,1,0,Heavy,1,Low,2,2,1,0
9780,F,Ship,251,2,high,F,3,4741,5,5,1,Heavy,1,Low,4,2,2,0
9781,D,Ship,223,3,low,F,2,4671,5,3,1,Heavy,0,Low,3,2,0,0
9782,F,Ship,168,2,low,M,1,5097,3,3,1,Heavy,0,Low,4,2,0,1
9783,A,Ship,213,3,high,M,7,5516,3,4,1,Heavy,0,Low,0,2,2,1
9784,B,Ship,99,6,medium,M,9,5903,4,3,0,Heavy,0,Low,1,2,1,1
9785,C,Ship,267,3,medium,M,9,5254,4,4,0,Heavy,1,Low,2,2,1,1
9786,F,Ship,183,3,medium,F,8,4531,5,1,0,Heavy,0,Low,4,2,1,0
9787,D,Ship,180,3,low,M,3,5031,4,4,0,Heavy,0,Low,3,2,0,1
9788,F,Ship,206,2,low,M,7,4721,2,1,0,Heavy,0,Low,4,2,0,1
9789,A,Ship,216,3,low,M,10,4636,4,2,0,Heavy,0,Low,0,2,0,1
9790,B,Ship,167,3,low,M,10,5591,5,5,0,Heavy,0,Low,1,2,0,1
9791,C,Ship,162,3,medium,M,4,4812,3,2,1,Heavy,0,Low,2,2,1,1
9792,F,Ship,250,3,medium,F,6,5832,3,1,0,Heavy,0,Low,4,2,1,0
9793,D,Ship,245,3,medium,M,1,4731,4,2,1,Heavy,0,Low,3,2,1,1
9794,F,Ship,226,3,low,F,7,4411,3,4,1,Heavy,0,Low,4,2,0,0
9795,A,Ship,226,2,medium,M,6,5395,5,1,0,Heavy,0,Low,0,2,1,1
9796,B,Ship,222,2,high,M,8,4996,5,4,1,Heavy,0,Low,1,2,2,1
9797,C,Ship,177,2,low,M,2,5911,4,1,0,Heavy,0,Low,2,2,0,1
9798,F,Ship,223,3,high,F,5,5654,4,4,0,Heavy,0,Low,4,2,2,0
9799,D,Ship,210,6,low,M,3,5051,5,5,0,Heavy,0,Low,3,2,0,1
9800,F,Ship,170,2,low,M,3,4299,4,2,0,Heavy,0,Low,4,2,0,1
9801,A,Ship,135,4,low,M,8,5029,5,5,0,Heavy,0,Low,0,2,0,1
9802,B,Ship,192,4,medium,F,7,4741,3,5,1,Heavy,0,Low,1,2,1,0
9803,C,Ship,204,3,medium,F,3,4001,4,2,0,Heavy,0,Low,2,2,1,0
9804,F,Ship,244,3,medium,M,4,4458,3,4,0,Heavy,0,Low,4,2,1,1
9805,D,Ship,255,4,low,F,8,5511,3,2,0,Heavy,1,Low,3,2,0,0
9806,F,Ship,160,2,medium,F,8,5234,4,5,0,Heavy,0,Low,4,2,1,0
9807,A,Ship,150,2,low,M,5,4133,4,1,0,Heavy,0,Low,0,2,0,1
9808,B,Ship,242,6,medium,F,10,5655,4,2,1,Heavy,0,Low,1,2,1,0
9809,C,Ship,240,6,medium,F,9,5498,4,5,1,Heavy,0,Low,2,2,1,0
9810,F,Ship,246,2,low,M,10,5337,2,4,1,Heavy,0,Low,4,2,0,1
9811,D,Ship,232,2,low,F,3,4562,3,1,1,Heavy,0,Low,3,2,0,0
9812,F,Ship,274,3,low,F,5,4409,4,3,0,Heavy,1,Low,4,2,0,0
9813,A,Ship,253,3,low,F,5,5703,4,3,0,Heavy,1,Low,0,2,0,0
9814,B,Ship,229,4,medium,M,1,4584,5,1,1,Heavy,0,Low,1,2,1,1
9815,C,Ship,131,3,medium,F,10,4625,4,4,0,Heavy,0,Low,2,2,1,0
9816,F,Ship,125,3,low,F,10,5883,4,3,0,Heavy,0,Low,4,2,0,0
9817,D,Ship,201,3,low,F,2,5540,3,3,1,Heavy,0,Low,3,2,0,0
9818,F,Ship,207,3,medium,F,1,4019,4,4,0,Heavy,0,Low,4,2,1,0
9819,A,Ship,144,2,medium,M,8,5378,3,1,1,Heavy,0,Low,0,2,1,1
9820,B,Ship,109,4,medium,F,4,4308,3,5,0,Heavy,0,Low,1,2,1,0
9821,C,Ship,161,2,high,F,8,5654,4,2,1,Heavy,0,Low,2,2,2,0
9822,F,Ship,151,3,medium,M,3,5154,4,2,1,Heavy,0,Low,4,2,1,1
9823,D,Ship,149,4,low,F,2,5282,3,3,0,Heavy,0,Low,3,2,0,0
9824,F,Ship,239,3,low,M,5,4122,5,5,0,Heavy,0,Low,4,2,0,1
9825,A,Ship,287,5,medium,M,6,4376,4,3,1,Heavy,1,Low,0,2,1,1
9826,B,Ship,132,2,medium,F,8,5810,3,3,1,Heavy,0,Low,1,2,1,0
9827,C,Ship,165,5,medium,M,9,5313,5,2,0,Heavy,0,Low,2,2,1,1
9828,F,Ship,143,2,low,M,1,5872,5,4,1,Heavy,0,Low,4,2,0,1
9829,D,Ship,262,3,medium,M,2,5429,4,4,0,Heavy,1,Low,3,2,1,1
9830,F,Ship,201,6,low,F,3,4025,5,3,1,Heavy,0,Low,4,2,0,0
9831,A,Ship,213,4,medium,M,8,4220,4,3,0,Heavy,0,Low,0,2,1,1
9832,B,Ship,269,2,low,M,3,5976,2,3,0,Heavy,1,Low,1,2,0,1
9833,C,Ship,217,4,low,F,2,4073,6,5,0,Heavy,0,Low,2,2,0,0
9834,F,Ship,133,2,low,F,10,4195,4,3,0,Heavy,0,Low,4,2,0,0
9835,D,Ship,248,3,medium,M,7,5299,3,4,0,Heavy,0,Low,3,2,1,1
9836,F,Ship,244,3,low,M,9,5339,4,3,0,Heavy,0,Low,4,2,0,1
9837,A,Ship,197,3,high,M,9,4917,4,1,0,Heavy,0,Low,0,2,2,1
9838,B,Road,268,4,low,F,9,4208,5,5,0,Heavy,1,Low,1,1,0,0
9839,C,Road,203,4,low,M,6,4557,5,5,1,Heavy,0,Low,2,1,0,1
9840,F,Road,224,2,low,F,3,4817,4,4,0,Heavy,0,Low,4,1,0,0
9841,D,Road,212,3,low,M,6,5935,3,4,1,Heavy,0,Low,3,1,0,1
9842,F,Road,208,6,medium,M,8,5098,5,4,0,Heavy,0,Low,4,1,1,1
9843,A,Road,155,3,medium,M,3,5939,4,5,1,Heavy,0,Low,0,1,1,1
9844,B,Road,260,3,low,M,8,4535,5,4,0,Heavy,1,Low,1,1,0,1
9845,C,Road,174,3,low,F,3,5348,2,2,0,Heavy,0,Low,2,1,0,0
9846,F,Road,161,3,medium,M,3,4590,4,1,0,Heavy,0,Low,4,1,1,1
9847,D,Road,246,3,medium,F,7,5167,5,5,0,Heavy,0,Low,3,1,1,0
9848,F,Road,173,4,medium,F,2,4615,5,1,0,Heavy,0,Low,4,1,1,0
9849,A,Road,175,2,low,M,9,4859,3,2,0,Heavy,0,Low,0,1,0,1
9850,B,Road,243,3,medium,F,10,4037,5,1,0,Heavy,0,Low,1,1,1,0
9851,C,Road,122,4,low,F,9,5299,3,2,1,Heavy,0,Low,2,1,0,0
9852,F,Road,219,2,low,F,1,5071,4,2,1,Heavy,0,Low,4,1,0,0
9853,D,Road,217,3,high,M,7,5910,3,2,0,Heavy,0,Low,3,1,2,1
9854,F,Road,250,6,medium,M,2,4246,4,3,0,Heavy,0,Low,4,1,1,1
9855,A,Road,274,3,low,F,5,5981,3,3,1,Heavy,1,Low,0,1,0,0
9856,B,Road,260,3,medium,F,6,4747,2,2,0,Heavy,1,Low,1,1,1,0
9857,C,Road,185,2,medium,F,1,4729,4,4,0,Heavy,0,Low,2,1,1,0
9858,F,Road,270,3,low,M,1,4131,4,5,0,Heavy,1,Low,4,1,0,1
9859,D,Road,166,5,medium,F,3,4596,6,3,1,Heavy,0,Low,3,1,1,0
9860,F,Flight,160,4,low,M,1,5520,4,4,1,Heavy,0,Low,4,0,0,1
9861,A,Flight,247,3,low,M,3,4338,3,2,0,Heavy,0,Low,0,0,0,1
9862,B,Flight,272,2,low,M,1,5703,4,2,1,Heavy,1,Low,1,0,0,1
9863,C,Flight,171,2,medium,F,1,4439,4,5,0,Heavy,0,Low,2,0,1,0
9864,F,Flight,211,3,medium,F,8,4962,5,2,0,Heavy,0,Low,4,0,1,0
9865,D,Flight,271,3,medium,M,1,4444,3,4,1,Heavy,1,Low,3,0,1,1
9866,F,Flight,155,5,medium,F,8,5982,6,4,0,Heavy,0,Low,4,0,1,0
9867,A,Flight,220,3,medium,F,7,4552,4,1,1,Heavy,0,Low,0,0,1,0
9868,B,Flight,220,3,low,F,10,5234,3,3,1,Heavy,0,Low,1,0,0,0
9869,C,Flight,285,3,high,M,6,4427,2,4,1,Heavy,1,Low,2,0,2,1
9870,F,Flight,109,6,low,F,5,4374,3,1,1,Heavy,0,Low,4,0,0,0
9871,D,Flight,194,3,medium,M,7,4565,3,4,0,Heavy,0,Low,3,0,1,1
9872,F,Flight,214,2,medium,F,9,4185,3,3,0,Heavy,0,Low,4,0,1,0
9873,A,Flight,161,3,low,F,4,5629,3,5,0,Heavy,0,Low,0,0,0,0
9874,B,Flight,202,4,medium,F,7,4458,3,5,0,Heavy,0,Low,1,0,1,0
9875,C,Flight,179,8,high,F,3,5429,3,3,1,Heavy,0,Low,2,0,2,0
9876,F,Flight,137,5,low,F,8,4584,5,1,0,Heavy,0,Low,4,0,0,0
9877,D,Flight,173,3,medium,F,2,4892,6,1,0,Heavy,0,Low,3,0,1,0
9878,F,Flight,243,3,medium,M,6,4950,3,4,0,Heavy,0,Low,4,0,1,1
9879,A,Flight,258,5,medium,M,2,1494,4,2,0,Light,1,Low,0,0,1,1
9880,B,Flight,245,4,low,F,3,1982,6,3,1,Light,0,Low,1,0,0,0
9881,C,Flight,296,4,low,F,4,1650,6,3,0,Light,1,Low,2,0,0,0
9882,F,Ship,267,5,low,M,9,1113,5,4,0,Light,1,Low,4,2,0,1
9883,D,Ship,268,4,medium,F,1,1248,6,5,1,Light,1,Low,3,2,1,0
9884,F,Ship,277,5,low,M,4,1373,7,4,0,Light,1,Low,4,2,0,1
9885,A,Ship,259,4,low,F,4,1198,6,1,0,Light,1,Low,0,2,0,0
9886,B,Ship,275,5,low,M,6,1156,5,1,1,Light,1,Low,1,2,0,1
9887,C,Ship,298,4,low,F,9,1515,6,3,1,Light,1,Low,2,2,0,0
9888,F,Ship,243,5,medium,F,4,1385,5,2,0,Light,0,Low,4,2,1,0
9889,D,Ship,255,4,medium,F,10,1372,7,2,0,Light,1,Low,3,2,1,0
9890,F,Ship,232,5,low,F,3,1817,4,5,0,Light,0,Low,4,2,0,0
9891,A,Ship,247,3,low,F,4,5844,3,4,0,Heavy,0,Low,0,2,0,0
9892,B,Ship,272,2,low,M,1,4013,4,4,1,Heavy,1,Low,1,2,0,1
9893,C,Ship,171,2,medium,F,10,4536,4,1,0,Heavy,0,Low,2,2,1,0
9894,F,Ship,211,3,medium,F,7,5983,5,5,1,Heavy,0,Low,4,2,1,0
9895,D,Ship,271,3,medium,M,1,5486,3,1,1,Heavy,1,Low,3,2,1,1
9896,F,Ship,155,5,medium,F,8,4882,6,1,0,Heavy,0,Low,4,2,1,0
9897,A,Ship,220,3,medium,F,1,4912,4,5,1,Heavy,0,Low,0,2,1,0
9898,B,Ship,220,3,low,F,5,4407,3,5,0,Heavy,0,Low,1,2,0,0
9899,C,Ship,285,3,high,F,7,4999,2,1,0,Heavy,1,Low,2,2,2,0
9900,F,Ship,109,6,low,F,6,5457,3,1,1,Heavy,0,Low,4,2,0,0
9901,D,Ship,194,3,medium,F,7,4727,3,2,1,Heavy,0,Low,3,2,1,0
9902,F,Ship,214,2,medium,F,6,4578,3,5,0,Heavy,0,Low,4,2,1,0
9903,A,Ship,161,3,low,F,10,5663,3,5,1,Heavy,0,Low,0,2,0,0
9904,B,Ship,202,4,medium,M,10,5137,3,3,1,Heavy,0,Low,1,2,1,1
9905,C,Ship,179,8,high,M,3,4584,3,2,0,Heavy,0,Low,2,2,2,1
9906,F,Ship,137,5,low,M,4,4586,5,1,1,Heavy,0,Low,4,2,0,1
9907,D,Ship,173,3,medium,F,4,5970,6,2,0,Heavy,0,Low,3,2,1,0
9908,F,Ship,243,3,medium,M,6,5371,3,1,0,Heavy,0,Low,4,2,1,1
9909,A,Ship,258,5,medium,M,2,1481,4,5,0,Light,1,Low,0,2,1,1
9910,B,Ship,245,4,low,F,9,1594,6,2,0,Light,0,Low,1,2,0,0
9911,C,Ship,296,4,low,M,4,1973,6,4,0,Light,1,Low,2,2,0,1
9912,F,Ship,267,5,low,F,1,1352,5,5,1,Light,1,Low,4,2,0,0
9913,D,Ship,268,4,medium,M,10,1958,6,1,0,Light,1,Low,3,2,1,1
